,DewPointF,WindChillF,WindGustKmph,airport,cloudcover,date,humidity,precipMM,pressure,tempF,time,visibility,weatherCode,winddirDegree,windspeedKmph
2016-01-01 00:00:00,40,40,33,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,76,0.0,1019,47,0,10,113,337,26
2016-01-01 01:00:00,39,40,35,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,75,0.0,1018,46,100,10,113,337,26
2016-01-01 02:00:00,38,39,38,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,74,0.0,1018,46,200,10,113,337,26
2016-01-01 03:00:00,37,38,40,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,73,0.0,1017,46,300,10,113,337,26
2016-01-01 04:00:00,38,39,38,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,75,0.0,1018,46,400,10,113,337,25
2016-01-01 05:00:00,38,39,36,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,76,0.0,1018,46,500,10,113,337,24
2016-01-01 06:00:00,39,39,33,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,78,0.0,1019,46,600,10,113,338,23
2016-01-01 07:00:00,40,41,29,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,78,0.0,1020,47,700,10,113,340,21
2016-01-01 08:00:00,41,42,25,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,77,0.0,1021,48,800,10,113,343,19
2016-01-01 09:00:00,41,44,21,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,77,0.0,1021,50,900,10,113,345,18
2016-01-01 10:00:00,41,45,20,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,73,0.0,1022,51,1000,10,113,344,17
2016-01-01 11:00:00,41,47,19,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,69,0.0,1023,52,1100,10,113,344,16
2016-01-01 12:00:00,41,49,18,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,65,0.0,1024,54,1200,10,113,343,16
2016-01-01 13:00:00,41,50,19,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,64,0.0,1024,54,1300,10,113,339,16
2016-01-01 14:00:00,41,50,19,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,62,0.0,1024,55,1400,10,113,334,16
2016-01-01 15:00:00,41,51,19,"SFO, San Francisco International Airport, United States of America",0,2016-02-01,61,0.0,1024,55,1500,10,113,330,16
2016-01-01 16:00:00,42,50,19,"SFO, San Francisco International Airport, United States of America",1,2016-02-01,64,0.0,1025,54,1600,10,113,324,16
2016-01-01 17:00:00,42,50,18,"SFO, San Francisco International Airport, United States of America",2,2016-02-01,68,0.0,1025,54,1700,10,113,318,16
2016-01-01 18:00:00,43,49,18,"SFO, San Francisco International Airport, United States of America",3,2016-02-01,72,0.0,1025,53,1800,10,113,312,15
2016-01-01 19:00:00,44,48,16,"SFO, San Francisco International Airport, United States of America",4,2016-02-01,74,0.0,1025,52,1900,10,113,314,14
2016-01-01 20:00:00,45,47,15,"SFO, San Francisco International Airport, United States of America",4,2016-02-01,77,0.0,1025,50,2000,10,113,316,13
2016-01-01 21:00:00,45,46,13,"SFO, San Francisco International Airport, United States of America",5,2016-02-01,80,0.0,1026,48,2100,10,113,318,12
2016-01-01 22:00:00,46,46,14,"SFO, San Francisco International Airport, United States of America",4,2016-02-01,81,0.0,1026,47,2200,10,113,317,12
2016-01-01 23:00:00,46,45,14,"SFO, San Francisco International Airport, United States of America",3,2016-02-01,82,0.0,1026,46,2300,10,113,317,12
2016-01-02 00:00:00,46,44,14,"SFO, San Francisco International Airport, United States of America",2,2016-02-02,83,0.0,1026,45,0,10,113,316,13
2016-01-02 01:00:00,46,45,14,"SFO, San Francisco International Airport, United States of America",14,2016-02-02,84,0.0,1025,46,100,10,113,315,12
2016-01-02 02:00:00,45,46,14,"SFO, San Francisco International Airport, United States of America",25,2016-02-02,84,0.0,1025,48,200,10,113,314,11
2016-01-02 03:00:00,45,47,14,"SFO, San Francisco International Airport, United States of America",37,2016-02-02,85,0.0,1025,49,300,10,113,313,11
2016-01-02 04:00:00,45,47,12,"SFO, San Francisco International Airport, United States of America",58,2016-02-02,87,0.1,1025,49,400,9,113,303,9
2016-01-02 05:00:00,45,47,11,"SFO, San Francisco International Airport, United States of America",79,2016-02-02,88,0.1,1025,49,500,8,122,294,8
2016-01-02 06:00:00,45,47,10,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,90,0.2,1025,49,600,7,122,285,6
2016-01-02 07:00:00,46,48,9,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,90,0.3,1025,50,700,6,122,264,6
2016-01-02 08:00:00,47,49,7,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,90,0.4,1025,50,800,4,266,243,5
2016-01-02 09:00:00,47,50,6,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,91,0.5,1025,51,900,2,266,223,5
2016-01-02 10:00:00,48,50,8,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,90,0.5,1025,52,1000,2,266,204,6
2016-01-02 11:00:00,49,51,9,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,90,0.5,1025,53,1100,2,266,185,8
2016-01-02 12:00:00,50,51,11,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,89,0.5,1025,54,1200,2,266,166,9
2016-01-02 13:00:00,50,52,10,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,88,0.4,1024,55,1300,3,266,162,9
2016-01-02 14:00:00,50,53,10,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,87,0.4,1024,55,1400,4,266,158,9
2016-01-02 15:00:00,51,53,10,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,86,0.3,1024,56,1500,5,266,154,8
2016-01-02 16:00:00,50,53,9,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,85,0.2,1024,56,1600,6,266,139,7
2016-01-02 17:00:00,50,53,8,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,85,0.1,1024,55,1700,8,122,123,6
2016-01-02 18:00:00,49,53,7,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,85,0.0,1024,55,1800,10,122,108,5
2016-01-02 19:00:00,49,51,10,"SFO, San Francisco International Airport, United States of America",100,2016-02-02,86,0.0,1025,54,1900,10,122,98,7
2016-01-02 20:00:00,49,50,12,"SFO, San Francisco International Airport, United States of America",99,2016-02-02,88,0.0,1025,52,2000,10,122,89,9
2016-01-02 21:00:00,48,49,15,"SFO, San Francisco International Airport, United States of America",99,2016-02-02,89,0.0,1025,51,2100,10,122,80,11
2016-01-02 22:00:00,48,48,15,"SFO, San Francisco International Airport, United States of America",99,2016-02-02,90,0.0,1026,50,2200,10,122,82,11
2016-01-02 23:00:00,47,47,15,"SFO, San Francisco International Airport, United States of America",98,2016-02-02,91,0.0,1026,50,2300,10,122,84,12
2016-01-03 00:00:00,46,46,15,"SFO, San Francisco International Airport, United States of America",98,2016-02-03,91,0.0,1026,49,0,10,122,86,12
2016-01-03 01:00:00,45,45,15,"SFO, San Francisco International Airport, United States of America",98,2016-02-03,91,0.0,1026,48,100,10,122,86,12
2016-01-03 02:00:00,45,44,15,"SFO, San Francisco International Airport, United States of America",97,2016-02-03,91,0.0,1026,47,200,10,122,85,12
2016-01-03 03:00:00,44,43,14,"SFO, San Francisco International Airport, United States of America",97,2016-02-03,91,0.0,1026,46,300,10,122,85,12
2016-01-03 04:00:00,44,43,15,"SFO, San Francisco International Airport, United States of America",98,2016-02-03,91,0.0,1026,47,400,10,122,87,12
2016-01-03 05:00:00,44,43,16,"SFO, San Francisco International Airport, United States of America",98,2016-02-03,91,0.0,1026,47,500,10,122,88,12
2016-01-03 06:00:00,44,43,16,"SFO, San Francisco International Airport, United States of America",99,2016-02-03,91,0.0,1026,47,600,10,122,89,12
2016-01-03 07:00:00,44,43,16,"SFO, San Francisco International Airport, United States of America",99,2016-02-03,90,0.0,1027,47,700,10,122,91,12
2016-01-03 08:00:00,44,43,16,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,89,0.0,1027,47,800,10,122,93,11
2016-01-03 09:00:00,44,44,15,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,89,0.0,1027,48,900,10,122,96,11
2016-01-03 10:00:00,44,45,14,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,85,0.0,1028,49,1000,10,122,105,10
2016-01-03 11:00:00,44,47,13,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,82,0.0,1028,50,1100,10,122,114,10
2016-01-03 12:00:00,44,48,12,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,79,0.0,1028,51,1200,10,122,124,9
2016-01-03 13:00:00,44,49,12,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,76,0.0,1028,52,1300,10,122,138,9
2016-01-03 14:00:00,44,51,13,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,73,0.0,1028,54,1400,10,122,153,10
2016-01-03 15:00:00,44,52,13,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,69,0.0,1028,55,1500,10,122,168,10
2016-01-03 16:00:00,45,52,14,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,72,0.0,1028,55,1600,9,122,170,10
2016-01-03 17:00:00,46,52,14,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,75,0.0,1028,55,1700,8,122,171,11
2016-01-03 18:00:00,47,52,15,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,79,0.1,1028,55,1800,7,122,173,11
2016-01-03 19:00:00,48,52,14,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,82,0.1,1028,55,1900,6,122,170,10
2016-01-03 20:00:00,49,52,13,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,86,0.2,1028,54,2000,4,266,167,9
2016-01-03 21:00:00,50,51,12,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,90,0.2,1029,53,2100,2,266,164,8
2016-01-03 22:00:00,50,51,12,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,90,0.2,1029,52,2200,3,266,158,8
2016-01-03 23:00:00,49,51,12,"SFO, San Francisco International Airport, United States of America",100,2016-02-03,91,0.2,1030,52,2300,4,266,152,8
2016-01-04 00:00:00,49,50,12,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,91,0.2,1030,52,0,5,266,146,8
2016-01-04 01:00:00,49,50,12,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,91,0.2,1030,51,100,6,266,135,8
2016-01-04 02:00:00,48,49,13,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,91,0.1,1030,51,200,8,122,125,8
2016-01-04 03:00:00,47,48,14,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,90,0.1,1030,50,300,10,122,115,8
2016-01-04 04:00:00,47,48,15,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,90,0.1,1030,50,400,10,122,103,9
2016-01-04 05:00:00,47,47,17,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,91,0.1,1030,50,500,10,122,90,10
2016-01-04 06:00:00,47,46,18,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,91,0.1,1030,49,600,10,122,78,12
2016-01-04 07:00:00,46,46,18,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,89,0.1,1030,50,700,10,122,77,12
2016-01-04 08:00:00,46,46,18,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,88,0.1,1030,50,800,10,122,75,13
2016-01-04 09:00:00,46,46,19,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,86,0.1,1030,50,900,10,122,73,13
2016-01-04 10:00:00,46,48,18,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,82,0.0,1030,52,1000,10,122,73,13
2016-01-04 11:00:00,46,49,17,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,79,0.0,1030,53,1100,10,122,72,13
2016-01-04 12:00:00,46,51,15,"SFO, San Francisco International Airport, United States of America",100,2016-02-04,75,0.0,1030,55,1200,10,122,72,12
2016-01-04 13:00:00,46,53,14,"SFO, San Francisco International Airport, United States of America",89,2016-02-04,73,0.0,1030,56,1300,10,122,65,11
2016-01-04 14:00:00,46,54,12,"SFO, San Francisco International Airport, United States of America",78,2016-02-04,70,0.0,1030,57,1400,10,122,57,11
2016-01-04 15:00:00,47,56,10,"SFO, San Francisco International Airport, United States of America",68,2016-02-04,68,0.0,1030,58,1500,10,122,50,10
2016-01-04 16:00:00,46,56,10,"SFO, San Francisco International Airport, United States of America",46,2016-02-04,70,0.0,1029,56,1600,10,122,45,9
2016-01-04 17:00:00,46,55,10,"SFO, San Francisco International Airport, United States of America",24,2016-02-04,72,0.0,1029,55,1700,10,113,40,9
2016-01-04 18:00:00,46,55,10,"SFO, San Francisco International Airport, United States of America",2,2016-02-04,74,0.0,1029,53,1800,10,113,35,8
2016-01-04 19:00:00,46,53,10,"SFO, San Francisco International Airport, United States of America",3,2016-02-04,78,0.0,1029,52,1900,10,113,41,8
2016-01-04 20:00:00,46,52,9,"SFO, San Francisco International Airport, United States of America",4,2016-02-04,81,0.0,1029,51,2000,10,113,47,7
2016-01-04 21:00:00,47,51,9,"SFO, San Francisco International Airport, United States of America",5,2016-02-04,85,0.0,1029,50,2100,10,113,53,6
2016-01-04 22:00:00,48,49,9,"SFO, San Francisco International Airport, United States of America",16,2016-02-04,86,0.0,1029,49,2200,10,113,63,7
2016-01-04 23:00:00,49,48,10,"SFO, San Francisco International Airport, United States of America",28,2016-02-04,88,0.0,1029,48,2300,10,113,73,7
2016-01-05 00:00:00,50,47,11,"SFO, San Francisco International Airport, United States of America",39,2016-02-05,90,0.0,1029,47,0,10,113,84,7
2016-01-05 01:00:00,49,47,11,"SFO, San Francisco International Airport, United States of America",50,2016-02-05,91,0.0,1029,48,100,10,113,85,7
2016-01-05 02:00:00,49,48,12,"SFO, San Francisco International Airport, United States of America",62,2016-02-05,92,0.0,1029,49,200,10,119,85,6
2016-01-05 03:00:00,48,49,12,"SFO, San Francisco International Airport, United States of America",73,2016-02-05,92,0.0,1029,50,300,10,119,86,6
2016-01-05 04:00:00,47,48,12,"SFO, San Francisco International Airport, United States of America",63,2016-02-05,93,0.0,1029,49,400,9,119,84,6
2016-01-05 05:00:00,46,47,13,"SFO, San Francisco International Airport, United States of America",52,2016-02-05,93,0.0,1029,48,500,8,116,81,6
2016-01-05 06:00:00,46,46,13,"SFO, San Francisco International Airport, United States of America",41,2016-02-05,94,0.0,1029,48,600,7,116,79,6
2016-01-05 07:00:00,45,46,13,"SFO, San Francisco International Airport, United States of America",35,2016-02-05,92,0.0,1030,48,700,6,116,77,6
2016-01-05 08:00:00,45,46,12,"SFO, San Francisco International Airport, United States of America",29,2016-02-05,91,0.0,1030,49,800,6,143,75,6
2016-01-05 09:00:00,45,47,12,"SFO, San Francisco International Airport, United States of America",23,2016-02-05,90,0.0,1030,49,900,5,143,73,6
2016-01-05 10:00:00,45,49,11,"SFO, San Francisco International Airport, United States of America",18,2016-02-05,84,0.0,1030,51,1000,6,143,65,6
2016-01-05 11:00:00,45,51,10,"SFO, San Francisco International Airport, United States of America",13,2016-02-05,79,0.0,1030,53,1100,8,113,58,7
2016-01-05 12:00:00,45,53,9,"SFO, San Francisco International Airport, United States of America",8,2016-02-05,74,0.0,1031,55,1200,10,113,50,7
2016-01-05 13:00:00,45,55,9,"SFO, San Francisco International Airport, United States of America",10,2016-02-05,70,0.0,1030,55,1300,10,113,75,7
2016-01-05 14:00:00,45,57,9,"SFO, San Francisco International Airport, United States of America",13,2016-02-05,67,0.0,1030,56,1400,10,113,99,8
2016-01-05 15:00:00,45,58,10,"SFO, San Francisco International Airport, United States of America",15,2016-02-05,64,0.0,1029,57,1500,10,113,124,8
2016-01-05 16:00:00,45,57,10,"SFO, San Francisco International Airport, United States of America",20,2016-02-05,68,0.0,1029,56,1600,10,113,190,8
2016-01-05 17:00:00,45,56,10,"SFO, San Francisco International Airport, United States of America",25,2016-02-05,72,0.0,1030,55,1700,10,116,257,7
2016-01-05 18:00:00,45,55,10,"SFO, San Francisco International Airport, United States of America",31,2016-02-05,76,0.0,1030,54,1800,10,116,323,7
2016-01-05 19:00:00,45,54,10,"SFO, San Francisco International Airport, United States of America",21,2016-02-05,81,0.0,1030,53,1900,9,116,289,6
2016-01-05 20:00:00,45,53,9,"SFO, San Francisco International Airport, United States of America",12,2016-02-05,87,0.0,1030,51,2000,8,113,254,5
2016-01-05 21:00:00,45,51,9,"SFO, San Francisco International Airport, United States of America",2,2016-02-05,92,0.0,1031,50,2100,7,113,220,4
2016-01-05 22:00:00,45,51,7,"SFO, San Francisco International Airport, United States of America",6,2016-02-05,93,0.0,1031,50,2200,6,113,160,4
2016-01-05 23:00:00,46,51,6,"SFO, San Francisco International Airport, United States of America",9,2016-02-05,95,0.0,1031,50,2300,4,143,99,3
2016-01-06 00:00:00,47,51,5,"SFO, San Francisco International Airport, United States of America",13,2016-02-06,96,0.0,1031,50,0,2,143,39,3
2016-01-06 01:00:00,48,51,7,"SFO, San Francisco International Airport, United States of America",25,2016-02-06,96,0.0,1030,50,100,2,143,45,4
2016-01-06 02:00:00,49,50,9,"SFO, San Francisco International Airport, United States of America",38,2016-02-06,96,0.0,1030,51,200,2,143,51,5
2016-01-06 03:00:00,50,50,10,"SFO, San Francisco International Airport, United States of America",50,2016-02-06,96,0.0,1030,51,300,1,143,58,6
2016-01-06 04:00:00,49,49,11,"SFO, San Francisco International Airport, United States of America",64,2016-02-06,96,0.0,1030,50,400,1,143,67,6
2016-01-06 05:00:00,47,47,11,"SFO, San Francisco International Airport, United States of America",79,2016-02-06,97,0.0,1030,48,500,1,248,76,6
2016-01-06 06:00:00,46,46,12,"SFO, San Francisco International Airport, United States of America",94,2016-02-06,97,0.0,1030,47,600,1,248,85,5
2016-01-06 07:00:00,45,46,11,"SFO, San Francisco International Airport, United States of America",81,2016-02-06,95,0.0,1030,47,700,2,248,81,5
2016-01-06 08:00:00,45,46,10,"SFO, San Francisco International Airport, United States of America",69,2016-02-06,93,0.0,1030,47,800,3,143,78,5
2016-01-06 09:00:00,44,46,9,"SFO, San Francisco International Airport, United States of America",57,2016-02-06,92,0.0,1030,47,900,5,143,74,5
2016-01-06 10:00:00,45,48,9,"SFO, San Francisco International Airport, United States of America",41,2016-02-06,86,0.0,1030,50,1000,6,143,68,5
2016-01-06 11:00:00,45,51,9,"SFO, San Francisco International Airport, United States of America",24,2016-02-06,80,0.0,1030,53,1100,8,113,61,6
2016-01-06 12:00:00,46,54,9,"SFO, San Francisco International Airport, United States of America",8,2016-02-06,75,0.0,1030,55,1200,10,113,55,7
2016-01-06 13:00:00,45,56,10,"SFO, San Francisco International Airport, United States of America",6,2016-02-06,71,0.0,1030,56,1300,10,113,81,8
2016-01-06 14:00:00,45,58,10,"SFO, San Francisco International Airport, United States of America",3,2016-02-06,67,0.0,1030,58,1400,10,113,107,8
2016-01-06 15:00:00,45,60,11,"SFO, San Francisco International Airport, United States of America",1,2016-02-06,64,0.0,1029,59,1500,10,113,133,9
2016-01-06 16:00:00,46,60,10,"SFO, San Francisco International Airport, United States of America",11,2016-02-06,68,0.0,1029,58,1600,10,113,198,8
2016-01-06 17:00:00,48,59,10,"SFO, San Francisco International Airport, United States of America",21,2016-02-06,72,0.0,1029,58,1700,10,113,263,8
2016-01-06 18:00:00,49,58,9,"SFO, San Francisco International Airport, United States of America",31,2016-02-06,75,0.0,1029,57,1800,10,113,328,7
2016-01-06 19:00:00,50,58,8,"SFO, San Francisco International Airport, United States of America",41,2016-02-06,81,0.0,1028,57,1900,9,113,320,6
2016-01-06 20:00:00,50,57,7,"SFO, San Francisco International Airport, United States of America",51,2016-02-06,86,0.0,1028,56,2000,8,122,313,5
2016-01-06 21:00:00,51,56,6,"SFO, San Francisco International Airport, United States of America",62,2016-02-06,91,0.0,1028,55,2100,7,122,305,4
2016-01-06 22:00:00,51,56,6,"SFO, San Francisco International Airport, United States of America",42,2016-02-06,93,0.0,1028,55,2200,6,122,286,3
2016-01-06 23:00:00,50,55,5,"SFO, San Francisco International Airport, United States of America",22,2016-02-06,94,0.0,1028,54,2300,4,143,267,3
2016-01-07 00:00:00,49,55,4,"SFO, San Francisco International Airport, United States of America",2,2016-02-07,95,0.0,1028,53,0,2,143,248,3
2016-01-07 01:00:00,50,55,5,"SFO, San Francisco International Airport, United States of America",13,2016-02-07,95,0.0,1027,54,100,2,143,209,3
2016-01-07 02:00:00,52,55,6,"SFO, San Francisco International Airport, United States of America",25,2016-02-07,96,0.0,1027,54,200,2,143,171,3
2016-01-07 03:00:00,53,55,7,"SFO, San Francisco International Airport, United States of America",36,2016-02-07,96,0.0,1027,54,300,1,143,133,4
2016-01-07 04:00:00,52,53,8,"SFO, San Francisco International Airport, United States of America",48,2016-02-07,96,0.0,1026,53,400,1,143,131,4
2016-01-07 05:00:00,50,51,9,"SFO, San Francisco International Airport, United States of America",60,2016-02-07,97,0.0,1026,52,500,1,248,129,4
2016-01-07 06:00:00,49,50,9,"SFO, San Francisco International Airport, United States of America",72,2016-02-07,97,0.0,1026,51,600,1,248,127,5
2016-01-07 07:00:00,49,50,10,"SFO, San Francisco International Airport, United States of America",52,2016-02-07,95,0.0,1026,52,700,2,248,117,5
2016-01-07 08:00:00,49,51,10,"SFO, San Francisco International Airport, United States of America",31,2016-02-07,92,0.0,1026,53,800,3,143,108,6
2016-01-07 09:00:00,49,51,10,"SFO, San Francisco International Airport, United States of America",11,2016-02-07,90,0.0,1026,54,900,5,143,98,6
2016-01-07 10:00:00,49,54,11,"SFO, San Francisco International Airport, United States of America",7,2016-02-07,83,0.0,1026,56,1000,6,143,83,7
2016-01-07 11:00:00,49,57,11,"SFO, San Francisco International Airport, United States of America",4,2016-02-07,77,0.0,1026,59,1100,8,113,68,8
2016-01-07 12:00:00,48,60,11,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,70,0.0,1026,61,1200,10,113,54,9
2016-01-07 13:00:00,47,61,12,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,67,0.0,1025,61,1300,10,113,47,10
2016-01-07 14:00:00,46,63,12,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,63,0.0,1025,62,1400,10,113,40,10
2016-01-07 15:00:00,45,64,13,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,60,0.0,1024,62,1500,10,113,32,11
2016-01-07 16:00:00,45,63,12,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,61,0.0,1024,62,1600,10,113,34,10
2016-01-07 17:00:00,46,62,11,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,62,0.0,1024,61,1700,10,113,36,10
2016-01-07 18:00:00,46,61,10,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,64,0.0,1024,60,1800,10,113,38,9
2016-01-07 19:00:00,45,60,10,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,66,0.0,1024,59,1900,10,113,46,9
2016-01-07 20:00:00,45,59,10,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,68,0.0,1024,58,2000,10,113,53,8
2016-01-07 21:00:00,45,58,9,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,69,0.0,1024,56,2100,10,113,61,8
2016-01-07 22:00:00,45,57,12,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,71,0.0,1024,56,2200,10,113,64,9
2016-01-07 23:00:00,46,56,15,"SFO, San Francisco International Airport, United States of America",0,2016-02-07,72,0.0,1024,55,2300,10,113,67,10
2016-01-08 00:00:00,47,55,17,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,74,0.0,1024,55,0,10,113,70,11
2016-01-08 01:00:00,47,54,21,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,77,0.0,1024,55,100,10,113,71,12
2016-01-08 02:00:00,48,53,25,"SFO, San Francisco International Airport, United States of America",1,2016-02-08,79,0.0,1023,54,200,10,113,72,13
2016-01-08 03:00:00,49,51,30,"SFO, San Francisco International Airport, United States of America",1,2016-02-08,82,0.0,1023,54,300,10,113,73,14
2016-01-08 04:00:00,48,51,30,"SFO, San Francisco International Airport, United States of America",2,2016-02-08,83,0.0,1023,53,400,10,113,74,14
2016-01-08 05:00:00,47,50,31,"SFO, San Francisco International Airport, United States of America",2,2016-02-08,83,0.0,1023,52,500,10,113,74,13
2016-01-08 06:00:00,46,49,32,"SFO, San Francisco International Airport, United States of America",3,2016-02-08,83,0.0,1023,51,600,10,113,75,13
2016-01-08 07:00:00,45,51,32,"SFO, San Francisco International Airport, United States of America",2,2016-02-08,81,0.0,1023,52,700,10,113,76,11
2016-01-08 08:00:00,45,54,32,"SFO, San Francisco International Airport, United States of America",2,2016-02-08,78,0.0,1023,53,800,10,113,76,9
2016-01-08 09:00:00,45,56,32,"SFO, San Francisco International Airport, United States of America",2,2016-02-08,75,0.0,1023,55,900,10,113,77,8
2016-01-08 10:00:00,45,58,30,"SFO, San Francisco International Airport, United States of America",1,2016-02-08,69,0.0,1023,57,1000,10,113,75,8
2016-01-08 11:00:00,46,61,27,"SFO, San Francisco International Airport, United States of America",1,2016-02-08,63,0.0,1023,60,1100,10,113,74,9
2016-01-08 12:00:00,47,64,25,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,58,0.0,1023,63,1200,10,113,72,9
2016-01-08 13:00:00,48,65,21,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,56,0.0,1023,65,1300,10,113,69,10
2016-01-08 14:00:00,49,66,18,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,55,0.0,1022,67,1400,10,113,66,11
2016-01-08 15:00:00,51,68,14,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,53,0.0,1022,69,1500,10,113,63,12
2016-01-08 16:00:00,50,67,14,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,55,0.0,1022,67,1600,10,113,62,12
2016-01-08 17:00:00,50,66,13,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,57,0.0,1021,65,1700,10,113,61,11
2016-01-08 18:00:00,49,64,13,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,59,0.0,1021,63,1800,10,113,61,11
2016-01-08 19:00:00,49,63,12,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,62,0.0,1021,61,1900,10,113,63,10
2016-01-08 20:00:00,48,61,12,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,66,0.0,1021,60,2000,10,113,65,9
2016-01-08 21:00:00,48,60,12,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,69,0.0,1022,58,2100,10,113,67,8
2016-01-08 22:00:00,47,59,13,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,71,0.0,1022,57,2200,10,113,70,7
2016-01-08 23:00:00,47,58,13,"SFO, San Francisco International Airport, United States of America",0,2016-02-08,73,0.0,1022,56,2300,10,113,74,6
2016-01-09 00:00:00,46,57,14,"SFO, San Francisco International Airport, United States of America",0,2016-02-09,75,0.0,1022,55,0,10,113,77,5
2016-01-09 01:00:00,47,56,15,"SFO, San Francisco International Airport, United States of America",0,2016-02-09,77,0.0,1022,55,100,10,113,79,6
2016-01-09 02:00:00,48,56,16,"SFO, San Francisco International Airport, United States of America",0,2016-02-09,80,0.0,1022,55,200,10,113,81,8
2016-01-09 03:00:00,49,55,17,"SFO, San Francisco International Airport, United States of America",1,2016-02-09,83,0.0,1022,55,300,10,113,84,9
2016-01-09 04:00:00,49,55,19,"SFO, San Francisco International Airport, United States of America",1,2016-02-09,84,0.0,1022,55,400,10,113,81,10
2016-01-09 05:00:00,50,54,22,"SFO, San Francisco International Airport, United States of America",1,2016-02-09,86,0.0,1022,55,500,10,113,79,11
2016-01-09 06:00:00,51,53,24,"SFO, San Francisco International Airport, United States of America",2,2016-02-09,87,0.0,1022,56,600,10,113,76,12
2016-01-09 07:00:00,50,53,25,"SFO, San Francisco International Airport, United States of America",3,2016-02-09,85,0.0,1022,56,700,10,113,76,11
